sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,1000,11,13,17,2,54,0.0,34.196217898300446,55.401880364531685
post login,1000,45,46,50,33,94,0.0,34.203235626090226,101.24358154906454
ajax post search,1000,15,15,19,5,55,0.0,34.22547744541036,88.87260207748648
get view hotel,1000,16,16,19,5,159,0.0,34.22547744541036,80.44992598740502
post book hotel,1000,30,30,35,18,173,0.0,34.2102562348192,389.4423407512572
ajax post cc number,1000,14,14,19,4,60,0.0,34.22899195618689,58.262825175423586
ajax post cc name,1000,15,15,19,3,53,0.0,34.22899195618689,58.697372924867366
post booking details,1000,30,29,33,19,174,0.0,34.214938242036474,83.19843381120197
post confirm booking,1000,16,16,20,3,147,0.0,34.22547744541036,8.288982818810322
get confirm booking,1000,31,30,34,18,170,0.0,34.231335364392564,190.87980950261868
cancel booking,1000,30,30,34,18,77,0.0,34.22782037239869,176.75460364184008
get logout,1000,16,16,19,5,54,0.0,34.24422984727073,55.60674354496267
TOTAL,12000,22,18,37,2,174,0.0,406.69694299464516,1334.1731607554395
