sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,3000,21,2,229,20.89549526147256,0.0,74.99437542184337,161.53329515911307,2205.633333333333
post login,3000,27,4,274,25.163268962694193,0.0,74.96813854112003,229.38434758977434,3133.192
ajax post search,3000,31,5,260,30.589155660135507,0.0,74.97750674797561,305.895487213211,4177.746
get view hotel,3000,27,2,283,28.94066109972073,0.0,74.97938067031566,211.57382403432806,2889.4823333333334
post book hotel,3000,32,6,259,29.514612499573836,0.0,74.97001199520193,485.1645035345237,6626.762333333333
ajax post cc number,3000,30,5,323,28.529526506177188,0.0,74.97938067031566,54.53302587882082,744.7623333333333
ajax post cc name,3000,30,5,296,29.591832054358065,0.0,74.97750674797561,48.74726546879686,665.7623333333333
post booking details,3000,32,5,402,32.14379151908222,0.0,74.9737591842855,247.9478129920153,3386.499
post confirm booking,3000,41,6,276,39.1263446116126,0.0,74.97750674797561,557.97318421661,7620.479333333334
cancel booking,3000,41,6,290,39.87991480543669,0.0,74.98125468632843,494.73700910709823,6756.498
get logout,3000,35,3,397,34.825587896449555,0.0,74.98687729647311,167.87904401885922,2292.509666666667
TOTAL,33000,32,2,402,31.7987664247804,0.0,821.6926869350863,2954.3679463596523,3681.75696969697
