sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,39,17,92,2,732,0.0,76.9371327454054,165.71743726017255
post login,8000,94,25,301,4,1615,0.0,76.9289945380414,235.400056314428
ajax post search,8000,90,25,290,5,1437,0.0,76.92381657515936,313.8370395989385
get view hotel,8000,86,22,283,3,1352,0.0,76.92529592199774,217.06722159052666
post book hotel,8000,88,27,279,6,1184,0.0,76.92085805217157,497.78785865852427
ajax post cc number,8000,58,24,160,5,768,0.0,76.92529592199774,55.94686062158043
ajax post cc name,8000,59,24,163,5,720,0.0,76.92307692307693,50.01075157752404
post booking details,8000,64,25,176,5,1020,0.0,76.92307692307693,254.396484375
post confirm booking,8000,148,58,410,6,1631,0.0,76.92381657515936,572.458479168069
cancel booking,8000,134,43,392,6,1434,0.0,76.92381657515936,507.5560371974731
get logout,8000,73,28,212,3,904,0.0,76.9289945380414,172.22809206477422
TOTAL,88000,85,26,267,2,1631,0.0,845.0325529585741,3038.306169982979
