sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,7,1,228,15.610144129699764,0.0,98.9339862976429,158.83542331379388,1644.0
post login,4000,22,5,293,24.98819265047995,0.0,98.9339862976429,344.89460052311347,3569.775
ajax post search,4000,12,3,276,22.693884295939732,0.0,98.95111814763506,253.6588722046309,2625.0
get view hotel,4000,15,3,274,22.291307044451205,0.0,98.956014051754,231.25170080649153,2393.0
post book hotel,4000,169,8,612,91.32382128961478,0.0,98.956014051754,1138.1874350601158,11778.0
ajax post cc number,4000,12,2,229,20.7940392360407,0.0,98.9731535321044,142.1772547321539,1471.0
ajax post cc name,4000,10,2,290,19.80137053179653,0.0,98.9731535321044,143.82036372633922,1488.0
post booking details,4000,18,3,287,24.768825764456416,0.0,98.96825593190985,240.7518803968627,2491.0
post confirm booking,4000,9,1,255,18.184637195652268,0.0,98.9756025139803,25.613803384965603,265.0
get confirm booking,4000,19,4,365,26.528289235267323,0.0,98.96825593190985,601.6381275979167,6225.0005
cancel booking,4000,23,5,366,29.554953450098683,0.0,98.96335881639823,560.8729273748114,5803.50025
get logout,4000,17,2,298,26.791910327559698,0.0,98.97070467141727,158.89437351543944,1644.0
TOTAL,48000,28,1,612,55.080734275404396,0.0,1185.7121683711277,3994.5681635896817,3449.7729791666666
