sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,16,1,286,14.2466340536765,0.0,150.37876651816765,244.3933979022162,1664.19
post login,8000,37,4,368,26.91815691098436,0.0,150.2996599470194,519.8676629107408,3541.8875
ajax post search,8000,19,2,274,19.721439221932435,0.0,150.3222533305774,335.02338215674854,2282.19
get view hotel,8000,19,2,341,19.0605755274467,0.0,150.31942878617062,390.2125023487411,2658.19
post book hotel,8000,148,8,531,79.67922580092237,0.0,150.2742505071756,1433.035211135322,9765.0
ajax post cc number,8000,16,1,252,14.799578105789871,0.0,150.3222533305774,198.05984469832202,1349.19
ajax post cc name,8000,16,1,288,16.75040217380989,0.0,150.31942878617062,201.43243846298384,1372.19
post booking details,8000,33,3,337,23.840402143407207,0.0,150.2742505071756,404.595809226839,2757.0
post confirm booking,8000,19,1,297,20.05921807891574,0.0,150.32790273784693,22.635800120262324,154.19
get confirm booking,8000,18,2,277,17.249286941783996,0.0,150.32790273784693,889.370114343161,6058.19
cancel booking,8000,36,4,323,24.43209609816563,0.0,150.2968362515969,815.1842075599309,5554.0
get logout,8000,16,1,270,17.34005478653398,0.0,150.33637764498064,244.47132098695832,1665.19
TOTAL,96000,33,1,531,46.53695187803828,0.0,1796.6425242827465,5676.122360596448,3235.1172916666665
