sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,16,14,29,1,235,0.0,122.97475943062688,276.66318558428384
post login,4000,25,19,44,3,230,0.0,122.92562999385372,418.5683725799017
ajax post search,4000,24,19,45,3,240,0.0,122.91052114060963,507.3659891224189
get view hotel,4000,23,17,44,2,278,0.0,122.91807510294389,355.40128910331265
post book hotel,4000,25,20,47,4,272,0.0,122.90674450760486,833.9414656629282
ajax post cc number,4000,19,16,34,2,223,0.0,122.91429800571552,113.311618474019
ajax post cc name,4000,19,16,31,2,221,0.0,122.91429800571552,103.82897243646867
post booking details,4000,21,18,35,3,243,0.0,122.91429800571552,417.20761761361894
post confirm booking,4000,30,21,60,4,327,0.0,122.91052114060963,944.3164926714603
cancel booking,4000,31,22,63,4,317,0.0,122.92185243231616,846.7743097169725
get logout,4000,25,19,45,3,280,0.0,122.92940778757799,286.8865054242601
TOTAL,44000,24,18,44,1,327,0.0,1346.1832644944166,5081.914128231604
