sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,16,1,235,16.884864152177833,0.0,122.97475943062688,276.66318558428384,2303.75
post login,4000,25,3,230,22.18447754624841,0.0,122.92562999385372,418.5683725799017,3486.775
ajax post search,4000,24,3,240,21.563551294661558,0.0,122.91052114060963,507.3659891224189,4227.0
get view hotel,4000,23,2,278,21.822852695053413,0.0,122.91807510294389,355.40128910331265,2960.76
post book hotel,4000,25,4,272,23.517188586223483,0.0,122.90674450760486,833.9414656629282,6948.0
ajax post cc number,4000,19,2,223,17.926656241474593,0.0,122.91429800571552,113.311618474019,944.0
ajax post cc name,4000,19,2,221,17.53440338128161,0.0,122.91429800571552,103.82897243646867,865.0
post booking details,4000,21,3,243,18.196469051370926,0.0,122.91429800571552,417.20761761361894,3475.76
post confirm booking,4000,30,4,327,28.764718836623455,0.0,122.91052114060963,944.3164926714603,7867.35
cancel booking,4000,31,4,317,31.563240485373168,0.0,122.92185243231616,846.7743097169725,7054.05
get logout,4000,25,3,280,23.534330753178427,0.0,122.92940778757799,286.8865054242601,2389.76
TOTAL,44000,24,1,327,22.98650814054521,0.0,1346.1832644944166,5081.914128231604,3865.655
