sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,13,13,18,1,196,0.0,95.02993442934525,213.70134912810036
post login,2000,17,17,22,3,180,0.0,94.97127119046489,334.49085753122176
ajax post search,2000,14,13,21,3,198,0.0,94.98029158949518,391.9792111886784
get view hotel,2000,14,14,20,2,91,0.0,94.97578117580018,273.9606087947573
post book hotel,2000,16,17,22,4,195,0.0,94.9667616334283,642.9732015669516
ajax post cc number,2000,13,13,20,2,94,0.0,94.98480243161094,65.48756886398176
ajax post cc name,2000,15,15,19,2,205,0.0,94.98029158949518,66.41200075984234
post booking details,2000,16,16,20,3,181,0.0,94.97127119046489,321.7114713424189
post confirm booking,2000,18,17,24,4,193,0.0,94.98029158949518,738.6016229757325
cancel booking,2000,16,15,25,4,175,0.0,94.9893137022085,661.9567798622655
get logout,2000,16,14,26,3,215,0.0,94.9893137022085,221.58854785086677
TOTAL,22000,15,15,21,1,215,0.0,1037.54008677608,3905.5665352056217
