sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,19,1,487,25.072575804738833,0.0,177.36392861101874,343.59930994346524,1983.75
post login,8000,30,2,495,35.76642196228713,0.0,177.31282415000666,561.7020057127975,3243.8875
ajax post search,8000,32,2,499,38.90198852243931,0.0,177.30103499479176,562.030429290131,3246.0
get view hotel,8000,28,2,416,34.30225968868523,0.0,177.30103499479176,461.21816892356105,2663.76
post book hotel,8000,30,2,402,35.29903250068442,0.0,177.2931764288722,1074.3204684972188,6205.0
ajax post cc number,8000,22,2,492,27.128666201259783,0.0,177.3049645390071,107.00631648936171,618.0
ajax post cc name,8000,22,1,292,25.914321387687835,0.0,177.29710562475069,108.73299055892913,628.0
post booking details,8000,22,2,348,26.396476040550848,0.0,177.2931764288722,508.98377767435676,2939.76
post confirm booking,8000,37,3,493,44.66018650879103,0.0,177.31282415000666,1149.7628440976994,6640.0
cancel booking,8000,38,3,492,46.17876335435478,0.0,177.31675421681405,1020.4371412106302,5893.0
get logout,8000,30,3,566,35.625703013896796,0.0,177.32068445784202,358.40943346041314,2069.76
TOTAL,88000,28,1,566,35.34815464735056,0.0,1944.1928285796346,6236.281134011224,3284.628863636364
