sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,25,1,433,33.431847230363665,0.0,98.99152385077028,160.08785497741755,1656.0
post login,8000,102,6,676,70.64405461703325,0.0,98.93888050656707,344.92253201600334,3569.8875
ajax post search,8000,40,3,469,44.45352701417515,0.0,98.96948028651664,254.86574171439884,2637.0
get view hotel,8000,46,3,480,49.860182951930696,0.0,98.96703160759571,232.43721778932394,2405.0
post book hotel,8000,103,8,659,82.72837443064803,0.0,98.95356603913613,1135.2602478786828,11748.0
ajax post cc number,8000,36,2,487,42.40516366976285,0.0,98.9731535321044,143.33709637510825,1483.0
ajax post cc name,8000,35,2,507,41.79655674645191,0.0,98.97192908661282,144.97841174796798,1500.0
post booking details,8000,69,5,604,59.56014480849905,0.0,98.95479003030489,240.13930979033955,2485.0
post confirm booking,8000,43,1,463,48.310628519864814,0.0,98.9731535321044,25.32320920450328,262.0
get confirm booking,8000,72,5,739,61.20388750814261,0.0,98.95723810348453,601.4744628477418,6224.0
cancel booking,8000,84,6,559,68.07103038818624,0.0,98.95479003030489,560.8726575545797,5804.0
get logout,8000,45,2,546,48.99998588631812,0.0,98.97437800789321,160.4274146655285,1659.8
TOTAL,96000,58,1,739,61.551835069236695,0.0,1184.001184001184,3992.3124233020067,3452.8072916666665
