sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,25,15,63,1,433,0.0,98.99152385077028,160.08785497741755
post login,8000,102,82,194,6,676,0.0,98.93888050656707,344.92253201600334
ajax post search,8000,40,23,95,3,469,0.0,98.96948028651664,254.86574171439884
get view hotel,8000,46,26,106,3,480,0.0,98.96703160759571,232.43721778932394
post book hotel,8000,103,76,218,8,659,0.0,98.95356603913613,1135.2602478786828
ajax post cc number,8000,36,20,85,2,487,0.0,98.9731535321044,143.33709637510825
ajax post cc name,8000,35,20,82,2,507,0.0,98.97192908661282,144.97841174796798
post booking details,8000,69,48,142,5,604,0.0,98.95479003030489,240.13930979033955
post confirm booking,8000,43,23,103,1,463,0.0,98.9731535321044,25.32320920450328
get confirm booking,8000,72,50,149,5,739,0.0,98.95723810348453,601.4744628477418
cancel booking,8000,84,63,171,6,559,0.0,98.95479003030489,560.8726575545797
get logout,8000,45,25,105,2,546,0.0,98.97437800789321,160.4274146655285
TOTAL,96000,58,36,136,1,739,0.0,1184.001184001184,3992.3124233020067
