sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,15,1,224,13.467534109850993,0.0,91.81471789927926,148.48161410274065,1656.0
post login,4000,58,7,287,25.36429694964952,0.0,91.726288754357,319.76778558406716,3569.775
ajax post search,4000,22,3,225,16.374816409276164,0.0,91.77258752810535,236.33233721837288,2637.0
get view hotel,4000,23,3,214,16.496720211908787,0.0,91.77258752810535,215.5401103565365,2405.0
post book hotel,4000,49,8,308,28.739760920195565,0.0,91.73891105912573,1052.488991330673,11748.0
ajax post cc number,4000,21,2,230,16.360500595947546,0.0,91.7810105089257,132.92113143040706,1483.0
ajax post cc name,4000,20,2,207,15.268005730939453,0.0,91.77890461877337,134.4417548126563,1500.0
post booking details,4000,39,4,276,22.87143247454125,0.0,91.74522351430079,222.64343792288815,2485.0
post confirm booking,4000,22,2,225,15.45466337185964,0.0,91.78311649572062,23.483570822147264,262.0
get confirm booking,4000,40,6,239,22.105984131847652,0.0,91.74311926605505,557.6261467889908,6224.0
cancel booking,4000,43,7,277,24.19023792643429,0.0,91.74732785907611,520.0209872012477,5804.0
get logout,4000,24,3,235,16.762132499700034,0.0,91.78943503602736,148.7813518289045,1659.8
TOTAL,48000,31,1,308,24.040334636554043,0.0,1095.0903449534585,3692.505528922933,3452.797916666667
