sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,36,1,799,69.12740548863381,0.0,168.4593549691298,327.3883686975144,1990.0687
post login,20000,84,2,1470,148.7874336863752,0.0,168.4409109284463,534.7970053443142,3251.18245
ajax post search,20000,88,3,3383,156.49016472059037,0.0,168.43381814200657,534.9948232918705,3252.522
get view hotel,20000,77,2,1279,145.87341823481754,0.0,168.43239965639788,439.1469530578902,2669.8336
post book hotel,20000,78,3,1242,142.08450787387062,0.0,168.4295627568551,1021.6964992046967,6211.60085
ajax post cc number,20000,44,2,786,78.82877185875725,0.0,168.4352366515075,102.71045851229577,624.427
ajax post cc name,20000,43,2,798,77.97094189606793,0.0,168.43098119468095,104.3575414050723,634.45645
post booking details,20000,44,3,816,74.9312914914557,0.0,168.43098119468095,484.5061343747632,2945.62365
post confirm booking,20000,109,3,2020,176.5459769927086,0.0,168.4295627568551,1093.2763247511452,6646.7842
cancel booking,20000,107,3,1907,175.92091948588717,0.0,168.43381814200657,970.4273228471,5899.75095
get logout,20000,72,3,3408,109.06526064994297,0.0,168.4409109284463,341.42869014557505,2075.6417
TOTAL,220000,71,1,3408,131.93731513153193,0.0,1850.605652759085,5947.747260564751,3291.08105
