sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,36,17,70,1,799,0.0,168.4593549691298,327.3883686975144
post login,20000,84,22,278,2,1470,0.0,168.4409109284463,534.7970053443142
ajax post search,20000,88,22,302,3,3383,0.0,168.43381814200657,534.9948232918705
get view hotel,20000,77,21,254,2,1279,0.0,168.43239965639788,439.1469530578902
post book hotel,20000,78,23,248,3,1242,0.0,168.4295627568551,1021.6964992046967
ajax post cc number,20000,44,19,98,2,786,0.0,168.4352366515075,102.71045851229577
ajax post cc name,20000,43,19,92,2,798,0.0,168.43098119468095,104.3575414050723
post booking details,20000,44,20,97,3,816,0.0,168.43098119468095,484.5061343747632
post confirm booking,20000,109,28,347,3,2020,0.0,168.4295627568551,1093.2763247511452
cancel booking,20000,107,26,347,3,1907,0.0,168.43381814200657,970.4273228471
get logout,20000,72,34,194,3,3408,0.0,168.4409109284463,341.42869014557505
TOTAL,220000,71,22,217,1,3408,0.0,1850.605652759085,5947.747260564751
