sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,25,16,54,2,267,0.0,77.96207145223849,167.9247059977196
post login,4000,37,21,90,4,311,0.0,77.9423226812159,238.49250870761887
ajax post search,4000,40,22,97,5,445,0.0,77.9362481490141,317.9677339366086
get view hotel,4000,36,19,89,2,331,0.0,77.9377666932954,219.9231764998149
post book hotel,4000,42,24,100,6,457,0.0,77.93017456359102,504.3192837303713
ajax post cc number,4000,37,21,87,5,414,0.0,77.9377666932954,56.682923743984176
ajax post cc name,4000,39,21,95,5,373,0.0,77.93472966390648,50.66817233925962
post booking details,4000,42,23,100,5,296,0.0,77.93321123796906,257.7361269751198
post confirm booking,4000,57,31,137,6,476,0.0,77.93472966390648,579.9832562104237
cancel booking,4000,58,32,141,6,452,0.0,77.91954806662122,514.1267988458167
get logout,4000,43,25,101,3,298,0.0,77.91651245690242,174.43823640235112
TOTAL,44000,41,23,103,2,476,0.0,854.6842524426488,3072.999038024951
