sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,16,1,359,19.000941540815813,0.0,86.46405257014396,140.0818976697938,1659.0
post login,4000,60,6,410,31.8202531063158,0.0,86.38562543192812,255.76345658582412,3031.775
ajax post search,4000,22,3,366,17.916289899139272,0.0,86.4397622906537,224.45637493246895,2659.0
get view hotel,4000,23,3,209,17.592823066168204,0.0,86.44163028914726,203.18848057224358,2407.0
post book hotel,4000,52,8,404,33.579248055905005,0.0,86.41548565502937,983.7356604303492,11657.0
ajax post cc number,4000,22,2,376,20.7897135862907,0.0,86.45097149279215,147.1523860468132,1743.0
ajax post cc name,4000,21,2,198,16.48179540432413,0.0,86.44349836837897,148.23709290514986,1756.0
post booking details,4000,42,5,397,27.825281120547558,0.0,86.41921963444669,210.14048524391825,2490.0
post confirm booking,4000,23,2,236,18.61520590807418,0.0,86.45097149279215,20.9373446584106,248.0
get confirm booking,4000,42,6,374,26.046620582140786,0.0,86.41361878632073,481.85719069325324,5710.0
cancel booking,4000,46,6,404,29.877362290495128,0.0,86.42482120865112,446.3031782727999,5288.0
get logout,4000,25,3,367,23.318380356223283,0.0,86.44910309055544,140.37848497946834,1662.8
TOTAL,48000,33,1,410,28.02069679625192,0.0,1031.636863823934,3384.3511400393313,3359.297916666667
