sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,6000,21,1,430,27.549696711377585,0.0,131.31114175037754,295.41801055413305,2303.75
post login,6000,34,3,424,41.39935739705253,0.0,131.27666557269447,447.0137122579587,3486.85
ajax post search,6000,36,3,455,44.02057513601515,0.0,131.27666557269447,541.9008450935346,4227.0
get view hotel,6000,32,2,455,41.79859164958658,0.0,131.27953789602662,379.5773482627341,2960.76
post book hotel,6000,35,4,420,43.06430035778539,0.0,131.26804935678658,890.6742255185088,6948.0
ajax post cc number,6000,25,2,439,31.013987592966284,0.0,131.19342283640182,120.9439366773079,944.0
ajax post cc name,6000,24,2,334,27.793406731633315,0.0,131.18481754378294,110.81529997594944,865.0
post booking details,6000,26,3,403,31.305005350138853,0.0,131.18481754378294,445.2802162363076,3475.76
post confirm booking,6000,48,4,491,58.269870647750324,0.0,131.19055428009182,1004.8120285339455,7843.0
cancel booking,6000,48,4,474,57.28100497159207,0.0,131.19629151815977,898.8995911048914,7016.0
get logout,6000,32,3,424,36.31419722214562,0.0,131.19629151815977,306.1793453305053,2389.76
TOTAL,66000,33,1,491,42.10867253066481,0.0,1438.4726036354125,5422.352107035439,3859.989090909091
