sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,3000,14,15,19,1,186,0.0,101.78462373617425,165.41889939014047
post login,3000,31,32,38,4,211,0.0,101.69146808582761,342.1858316243517
ajax post search,3000,14,14,19,2,169,0.0,101.74665083940987,226.76287996014923
get view hotel,3000,15,15,19,2,195,0.0,101.74665083940987,264.12297831524506
post book hotel,3000,35,30,49,8,217,0.0,101.70181029222321,969.8419702183198
ajax post cc number,3000,14,14,19,1,184,0.0,101.75010175010175,118.85981856684981
ajax post cc name,3000,14,15,19,1,196,0.0,101.75010175010175,120.94649057539682
post booking details,3000,29,30,35,3,201,0.0,101.69836265636123,273.71160886809724
post confirm booking,3000,16,16,22,1,167,0.0,101.76735981546186,16.615707897995183
get confirm booking,3000,15,16,19,3,197,0.0,101.75355289488857,592.3557245912899
cancel booking,3000,28,28,36,4,216,0.0,101.722501017225,542.0895391123016
get logout,3000,13,14,19,1,201,0.0,101.77426468093769,165.50145293364318
TOTAL,36000,20,17,33,1,217,0.0,1211.8763886083618,3770.8626571652194
