sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,296,304,495,4,3530,0.0,75.20917551941336,222.61622167904483
post login,20000,299,307,496,5,3594,0.0,75.20351952471376,295.23256688413016
ajax post search,20000,11,7,19,2,3082,0.0,75.20860988165926,150.9701719715373
get view hotel,20000,290,301,490,3,1457,0.0,75.20804425241325,253.81255943198187
post book hotel,20000,301,309,499,7,3451,0.0,75.2032367473096,546.9125759141423
ajax post cc number,20000,10,6,18,1,3082,0.0,75.20917551941336,33.16437097513396
ajax post cc name,20000,8,5,16,1,896,0.0,75.20832706597275,32.524406571045546
post booking details,20000,295,304,494,6,1337,1.5E-4,75.2032367473096,270.7480589339565
post confirm booking,20000,303,309,501,6,3565,1.5E-4,75.20351952471376,456.23362634308785
cancel booking,20000,303,309,504,3,3642,1.5E-4,75.20436786968587,429.21548977314603
get logout,20000,294,304,493,3,3539,0.0,75.20832706597275,234.34630479161652
TOTAL,220000,219,208,473,1,3642,4.090909090909091E-5,826.5735894709554,2923.36044021149
