sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,296,4,3530,178.8003289285565,0.0,75.20917551941336,222.61622167904483,3031.0
post login,20000,299,5,3594,174.32708455222186,0.0,75.20351952471376,295.23256688413016,4020.0
ajax post search,20000,11,2,3082,49.89222126241224,0.0,75.20860988165926,150.9701719715373,2055.5287
get view hotel,20000,290,3,1457,156.31560256544287,0.0,75.20804425241325,253.81255943198187,3455.80135
post book hotel,20000,301,7,3451,166.87471718040456,0.0,75.2032367473096,546.9125759141423,7446.99965
ajax post cc number,20000,10,1,3082,55.0229455725291,0.0,75.20917551941336,33.16437097513396,451.54485
ajax post cc name,20000,8,1,896,12.12885174944438,0.0,75.20832706597275,32.524406571045546,442.8365
post booking details,20000,295,6,1337,155.00666742817867,1.5E-4,75.2032367473096,270.7480589339565,3686.6234
post confirm booking,20000,303,6,3565,178.6425792832646,1.5E-4,75.20351952471376,456.23362634308785,6212.25225
cancel booking,20000,303,3,3642,174.35811351192552,1.5E-4,75.20436786968587,429.21548977314603,5844.297
get logout,20000,294,3,3539,169.7499913846169,0.0,75.20832706597275,234.34630479161652,3190.7453
TOTAL,220000,219,1,3642,194.70988913693625,4.090909090909091E-5,826.5735894709554,2923.36044021149,3621.6026363636365
