sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,26,29,32,2,214,0.0,95.01639032733146,121.83253955057248
post login,2000,14,15,18,1,204,0.0,95.04348239319489,223.01247742717294
ajax post search,2000,9,10,14,1,41,0.0,95.05251651537475,246.09597779335581
get view hotel,2000,13,15,17,1,191,0.0,95.04348239319489,201.7994033051371
post book hotel,2000,13,15,17,1,40,0.0,95.04348239319489,516.2596751294967
ajax post cc number,2000,11,12,15,1,201,0.0,95.06155235514996,17.74884589334094
ajax post cc name,2000,13,15,17,1,195,0.0,95.03896597605018,16.816513911328645
post booking details,2000,14,15,18,1,192,0.0,95.06155235514996,245.7480378701459
post confirm booking,2000,14,16,18,2,202,0.0,95.05703422053232,528.4939029824145
cancel booking,2000,11,12,15,1,198,0.0,95.06155235514996,451.74567915537807
get logout,2000,11,13,16,1,208,0.0,95.05703422053232,143.43865108127378
TOTAL,22000,14,14,19,1,214,0.0,1037.4422333301895,2691.9203659931154
