sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,3000,35,31,56,2,326,0.0,99.18994875185982,145.29777649198215
post login,3000,21,18,37,3,211,0.0,99.19650828290844,273.7484578042853
ajax post search,3000,22,18,40,4,206,0.0,99.20306868159122,429.38168845689626
get view hotel,3000,19,15,33,2,206,0.0,99.20962994808029,239.80730854608288
post book hotel,3000,21,18,34,4,255,0.0,99.19650828290844,575.1450361447278
ajax post cc number,3000,17,14,30,2,209,0.0,99.212910906806,31.894431778722137
ajax post cc name,3000,19,16,31,2,211,0.0,99.2063492063492,30.9235103546627
post booking details,3000,20,17,34,2,214,0.0,99.22931895610756,274.83711145519794
post confirm booking,3000,28,22,51,5,217,0.0,99.2063492063492,771.8709309895834
cancel booking,3000,28,22,53,6,265,0.0,99.21947347532742,667.6181874462561
get logout,3000,23,18,43,3,212,0.0,99.22931895610756,172.70068354529818
TOTAL,33000,23,19,42,2,326,0.0,1085.5977366932034,3594.365531860649
