sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,16000,32,2,1122,60.692475109891866,0.0,52.05384970752243,87.58399529156662,1722.94675
post login,16000,562,9,3860,211.70025941170778,0.0,52.04893901490877,135.61188407400056,2668.0
ajax post search,16000,276,4,3353,143.21151271042632,0.0,52.05215626057309,186.34149958297274,3665.8173125
get view hotel,16000,280,4,1602,136.97140205097048,0.0,52.05164824797405,117.56929680663139,2312.9135
post book hotel,16000,419,14,3713,229.3964164803526,0.0,52.04826175070834,499.03304088716266,9818.0
ajax post cc number,16000,46,1,1284,84.27128349931009,0.0,52.053680357869055,8.283121314558764,162.9455625
ajax post cc name,16000,29,1,3028,72.10006969039195,0.0,52.053680357869055,8.008791048190322,157.5489375
post booking details,16000,183,14,3761,204.3197027903571,0.0,52.04893901490877,140.38981402263477,2762.0
post confirm booking,16000,368,12,2098,171.9871672120367,0.0,52.05130957841692,387.07088104872815,7614.8051875
cancel booking,16000,611,11,4197,214.63440612902514,0.0,52.050293596187316,310.42103807804295,6107.0
get logout,16000,78,4,3243,122.31546628486676,0.0,52.05215626057309,87.56140718429553,1722.5584375
TOTAL,176000,262,1,4197,257.2096077137342,0.0,572.2107165963866,1966.6967514595842,3519.5032443181817
