sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,32,15,67,2,1122,0.0,52.05384970752243,87.58399529156662
post login,16000,562,554,783,9,3860,0.0,52.04893901490877,135.61188407400056
ajax post search,16000,276,264,411,4,3353,0.0,52.05215626057309,186.34149958297274
get view hotel,16000,280,268,421,4,1602,0.0,52.05164824797405,117.56929680663139
post book hotel,16000,419,370,697,14,3713,0.0,52.04826175070834,499.03304088716266
ajax post cc number,16000,46,18,110,1,1284,0.0,52.053680357869055,8.283121314558764
ajax post cc name,16000,29,9,64,1,3028,0.0,52.053680357869055,8.008791048190322
post booking details,16000,183,101,459,14,3761,0.0,52.04893901490877,140.38981402263477
post confirm booking,16000,368,338,567,12,2098,0.0,52.05130957841692,387.07088104872815
cancel booking,16000,611,602,851,11,4197,0.0,52.050293596187316,310.42103807804295
get logout,16000,78,37,191,4,3243,0.0,52.05215626057309,87.56140718429553
TOTAL,176000,262,223,618,1,4197,0.0,572.2107165963866,1966.6967514595842
