sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,15,13,26,1,225,0.0,146.11338398597312,283.3443869630333
post login,4000,20,17,33,2,233,0.0,146.0493646852636,462.932985020812
ajax post search,4000,19,16,34,3,253,0.0,146.01737606775205,463.1488647149011
get view hotel,4000,18,15,31,2,233,0.0,146.0120459937945,380.1104216097828
post book hotel,4000,19,17,34,3,228,0.0,146.00671630895022,885.0231329391152
ajax post cc number,4000,16,14,28,2,232,0.0,146.02270653086555,88.41218559485999
ajax post cc name,4000,17,15,27,1,279,0.0,146.01737606775205,89.83490910418341
post booking details,4000,18,16,29,3,249,0.0,146.00671630895022,419.44991969630604
post confirm booking,4000,23,18,39,4,295,0.0,146.00671630895022,947.0474704336399
cancel booking,4000,23,18,41,3,323,0.0,146.02270653086555,840.6287646479027
get logout,4000,20,16,34,2,234,0.0,146.03336862473077,295.45516775583224
TOTAL,44000,19,16,32,1,323,0.0,1598.0823012385138,5129.1865954036975
