sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,14,15,20,1,205,0.0,122.27554794729923,198.72045326017178
post login,4000,33,32,47,4,250,0.0,122.17470983506414,411.1196882635919
ajax post search,4000,15,14,24,2,213,0.0,122.21950623319482,272.39075676790515
get view hotel,4000,16,15,23,2,206,0.0,122.21577194536955,317.2585379174433
post book hotel,4000,43,42,67,8,263,0.0,122.1560543594442,1164.8963582226295
ajax post cc number,4000,14,14,22,2,195,0.0,122.22324074922847,142.77560385919884
ajax post cc name,4000,15,15,20,2,204,0.0,122.22697549349141,145.28657451261995
post booking details,4000,30,30,42,3,215,0.0,122.16351586598662,328.79165012369054
post confirm booking,4000,17,16,24,2,200,0.0,122.21950623319482,19.95496020227328
get confirm booking,4000,15,15,21,3,212,0.0,122.21577194536955,711.4760132451343
cancel booking,4000,30,28,44,5,265,0.0,122.17470983506414,651.0814370800244
get logout,4000,14,14,21,2,209,0.0,122.23818109586529,198.77909841701555
TOTAL,48000,21,17,39,1,265,0.0,1456.885300634352,4533.238871331228
