sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,28,3,260,18.08494732505461,0.0,152.02766903576452,200.27863821215462,1349.0
post login,4000,17,2,203,13.40090443776091,0.0,151.98145826209202,379.2063540123105,2554.965
ajax post search,4000,15,1,212,13.59845992888533,0.0,151.9987840097279,413.5717695508436,2786.19
get view hotel,4000,15,1,201,13.539312205573811,0.0,151.98145826209202,339.9086092746685,2290.19
post book hotel,4000,15,2,202,13.899830734131262,0.0,151.98145826209202,874.0700040845018,5889.19
ajax post cc number,4000,14,1,211,12.533352145375952,0.0,152.00456013680412,48.7171646399392,328.19
ajax post cc name,4000,15,1,203,12.026572742785037,0.0,151.98145826209202,47.225566605874086,318.19
post booking details,4000,16,2,209,16.023198424471936,0.0,151.98145826209202,399.2763664082982,2690.19
post confirm booking,4000,17,2,232,13.823670134953309,0.0,151.99300832161722,853.652997587111,5751.19
cancel booking,4000,16,2,211,14.723925801225704,0.0,151.99300832161722,744.8533148725159,5018.19
get logout,4000,16,2,210,13.864172331498915,0.0,151.99300832161722,255.32895799293232,1720.19
TOTAL,44000,17,1,260,14.7323926765209,0.0,1662.4475762269997,4530.357821768618,2790.515909090909
