sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,40,16,88,1,1153,0.0,136.29781071641537,306.94912524491014
post login,16000,108,23,367,3,2429,0.0,136.28271849952728,464.4890439474502
ajax post search,16000,103,23,348,3,1435,0.0,136.27807541287999,562.8881479729702
get view hotel,16000,95,20,313,2,1568,0.0,136.27807541287999,394.2777581404857
post book hotel,16000,99,23,324,4,1574,0.0,136.2757539881951,924.9688272539796
ajax post cc number,16000,52,19,132,2,1098,0.0,136.28039691665603,125.94261716920063
ajax post cc name,16000,49,19,117,2,1159,0.0,136.2769146906514,115.43959718726578
post booking details,16000,51,20,122,3,1007,0.0,136.2757539881951,462.8040552949518
post confirm booking,16000,148,34,483,4,2316,0.0,136.2757539881951,1044.135977118449
cancel booking,16000,135,30,444,4,2132,0.0,136.2815576982045,934.082821456786
get logout,16000,78,28,234,3,1200,0.0,136.2815576982045,318.2658145165412
TOTAL,176000,87,22,279,1,2429,0.0,1497.2606935039303,5647.409520671875
