sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,16000,40,1,1153,81.36674073974805,0.0,136.29781071641537,306.94912524491014,2306.0965
post login,16000,108,3,2429,188.61948496194287,0.0,136.28271849952728,464.4890439474502,3490.0740625
ajax post search,16000,103,3,1435,185.08145031047098,0.0,136.27807541287999,562.8881479729702,4229.5685625
get view hotel,16000,95,2,1568,178.24697280913662,0.0,136.27807541287999,394.2777581404857,2962.622
post book hotel,16000,99,4,1574,179.0952753506736,0.0,136.2757539881951,924.9688272539796,6950.3785625
ajax post cc number,16000,52,2,1098,95.56947762099571,0.0,136.28039691665603,125.94261716920063,946.32275
ajax post cc name,16000,49,2,1159,93.4326294711989,0.0,136.2769146906514,115.43959718726578,867.4260625
post booking details,16000,51,3,1007,92.04654588421471,0.0,136.2757539881951,462.8040552949518,3477.591125
post confirm booking,16000,148,4,2316,226.45766657368878,0.0,136.2757539881951,1044.135977118449,7845.8215
cancel booking,16000,135,4,2132,218.6652549772765,0.0,136.2815576982045,934.082821456786,7018.5638125
get logout,16000,78,3,1200,124.98957522740584,0.0,136.2815576982045,318.2658145165412,2391.4035
TOTAL,176000,87,1,2429,163.64245889337622,0.0,1497.2606935039303,5647.409520671875,3862.3516761363635
