sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,72,20,221,1,3058,0.0,95.96790833145397,155.88748216346454
post login,20000,252,127,638,6,4356,0.0,95.9499525047735,334.5561205275328
ajax post search,20000,111,29,371,3,3089,0.0,95.96422453709256,247.8225633108977
get view hotel,20000,139,53,412,3,3347,0.0,95.9646849959215,226.106236654911
post book hotel,20000,245,153,583,8,4044,0.0,95.95823897439834,1100.8958901086246
ajax post cc number,20000,87,24,275,2,4013,0.0,95.97389510053266,139.6770797093191
ajax post cc name,20000,83,24,264,2,3118,0.0,95.97251347214159,141.30896348785708
post booking details,20000,161,66,453,4,3726,0.0,95.96514545916924,232.88416647073782
post confirm booking,20000,113,26,394,1,3053,0.0,95.97113188352944,25.280398781046664
get confirm booking,20000,175,75,481,5,3431,0.0,95.97251347214159,583.3329334478606
cancel booking,20000,217,99,570,6,3783,0.0,95.97389510053266,543.9770382455972
get logout,20000,135,50,406,2,3344,0.0,95.98034322570737,155.96012811576188
TOTAL,240000,149,53,448,1,4356,0.0,1150.1413715435856,3882.8133330288256
