sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,52,17,134,2,1134,0.0,91.29606171613771,197.92406664041906
post login,16000,176,36,576,3,2127,0.0,91.29033178329958,291.0560715648447
ajax post search,16000,169,38,546,5,2523,0.0,91.2877275061334,372.7677075012837
get view hotel,16000,145,24,496,2,2210,0.0,91.2877275061334,257.9486069706738
post book hotel,16000,164,40,526,5,2059,0.0,91.28512337754957,589.8050552257167
ajax post cc number,16000,95,28,287,3,1832,0.0,91.28824834967963,49.4100764396442
ajax post cc name,16000,85,26,249,3,1995,0.0,91.28668583687069,52.09581950660973
post booking details,16000,93,29,280,4,1375,0.0,91.28616501115403,302.2635971366811
post confirm booking,16000,255,96,719,5,2264,0.0,91.28668583687069,691.038038823229
cancel booking,16000,206,58,622,5,2717,0.0,91.28824834967963,613.3694180445486
get logout,16000,104,36,325,3,1270,0.0,91.28981091597913,205.51217506532927
TOTAL,176000,140,32,452,2,2717,0.0,1003.3521081796,3620.2532176924897
