sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,16000,52,2,1134,103.6083994941824,0.0,91.29606171613771,197.92406664041906,2219.967
post login,16000,176,3,2127,266.53118482822515,0.0,91.29033178329958,291.0560715648447,3264.7643125
ajax post search,16000,169,5,2523,263.49262849734055,0.0,91.2877275061334,372.7677075012837,4181.43975
get view hotel,16000,145,2,2210,247.55323297455104,0.0,91.2877275061334,257.9486069706738,2893.48175
post book hotel,16000,164,5,2059,250.11697586266231,0.0,91.28512337754957,589.8050552257167,6616.1971875
ajax post cc number,16000,95,3,1832,149.74611054527426,0.0,91.28824834967963,49.4100764396442,554.2435
ajax post cc name,16000,85,3,1995,140.746795438639,0.0,91.28668583687069,52.09581950660973,584.3800625
post booking details,16000,93,4,1375,144.9836049529475,0.0,91.28616501115403,302.2635971366811,3390.6334375
post confirm booking,16000,255,5,2264,317.0204022943986,0.0,91.28668583687069,691.038038823229,7751.655625
cancel booking,16000,206,5,2717,289.0623088700382,0.0,91.28824834967963,613.3694180445486,6880.29725
get logout,16000,104,3,1270,152.20734672951073,0.0,91.28981091597913,205.51217506532927,2305.235
TOTAL,176000,140,2,2717,230.0532802448972,0.0,1003.3521081796,3620.2532176924897,3694.7540795454547
