sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,33,29,57,2,326,0.0,192.04916458613405,253.0022685807567
post login,8000,22,17,43,2,320,0.0,192.03533450154828,479.16519764636695
ajax post search,8000,20,15,40,2,353,0.0,192.04916458613405,522.5443963654695
get view hotel,8000,19,15,37,1,253,0.0,192.03533450154828,429.48965109580166
post book hotel,8000,17,15,30,2,248,0.0,192.03533450154828,1104.426339446458
ajax post cc number,8000,17,14,30,1,289,0.0,192.04916458613405,61.55138215383138
ajax post cc name,8000,17,15,30,1,307,0.0,192.03533450154828,59.671604575241844
post booking details,8000,19,16,33,2,257,0.0,192.03533450154828,504.50345363546893
post confirm booking,8000,25,17,50,2,311,0.0,192.05377505701597,1078.6501470411715
cancel booking,8000,24,18,50,2,313,0.0,192.05377505701597,941.1741537630536
get logout,8000,20,16,41,2,267,0.0,192.05838574926779,322.6337056465165
TOTAL,88000,21,16,42,1,353,0.0,2104.6086145457157,5735.317720415899
