sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,33,2,326,25.852204644563198,0.0,192.04916458613405,253.0022685807567,1349.0
post login,8000,22,2,320,24.692491829185144,0.0,192.03533450154828,479.16519764636695,2555.0775
ajax post search,8000,20,2,353,21.692665867465436,0.0,192.04916458613405,522.5443963654695,2786.19
get view hotel,8000,19,1,253,20.748684560713723,0.0,192.03533450154828,429.48965109580166,2290.19
post book hotel,8000,17,2,248,17.049503922401964,0.0,192.03533450154828,1104.426339446458,5889.19
ajax post cc number,8000,17,1,289,18.897806585272665,0.0,192.04916458613405,61.55138215383138,328.19
ajax post cc name,8000,17,1,307,18.247237252783638,0.0,192.03533450154828,59.671604575241844,318.19
post booking details,8000,19,2,257,19.935095729250335,0.0,192.03533450154828,504.50345363546893,2690.19
post confirm booking,8000,25,2,311,27.518701163651873,0.0,192.05377505701597,1078.6501470411715,5751.19
cancel booking,8000,24,2,313,24.698343947520048,0.0,192.05377505701597,941.1741537630536,5018.19
get logout,8000,20,2,267,20.938064199860978,0.0,192.05838574926779,322.6337056465165,1720.19
TOTAL,88000,21,1,353,22.55577329185121,0.0,2104.6086145457157,5735.317720415899,2790.5261363636364
