sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,26,17,60,2,306,0.0,46.27862043432485,104.11559748591394
post login,4000,68,54,142,6,499,0.0,46.27969131445894,162.87265094410571
ajax post search,4000,59,56,107,6,357,0.0,46.282368731631685,191.7735259065559
get view hotel,4000,66,63,118,5,401,0.0,46.28504645861538,133.52151097534164
post book hotel,4000,60,57,109,6,348,0.0,46.28611763616797,313.2449172057071
ajax post cc number,4000,60,56,109,6,359,0.0,46.28879579697734,31.95915881685838
ajax post cc name,4000,25,17,59,3,293,0.0,46.29200999907416,32.5038624895843
post booking details,4000,274,264,457,20,1049,0.0,46.284510888431186,156.79782057809354
post confirm booking,4000,42,32,87,6,379,0.0,46.302727230633884,360.92616397097976
cancel booking,4000,32,25,66,6,305,0.0,46.30487127245786,323.25232799549104
get logout,4000,72,70,125,6,431,0.0,46.30594336783126,108.03212764233288
TOTAL,44000,71,47,141,2,1049,0.0,508.5470579396909,1916.4885615739242
