sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,4000,9,3,23,1,199,0.0,162.09425781091704,314.0180507152409
post login,4000,13,5,33,2,351,0.0,162.10739614994935,513.515545845998
ajax post search,4000,17,6,48,2,272,0.0,162.10739614994935,516.4007092198582
get view hotel,4000,12,5,30,1,270,0.0,162.11396611818108,421.5913005592932
post book hotel,4000,14,6,35,3,243,0.0,162.11396611818108,982.3409763313609
ajax post cc number,4000,12,5,29,1,261,0.0,162.12053661897622,97.84227698293682
ajax post cc name,4000,10,4,26,1,206,0.0,162.12053661897622,99.74212702144045
post booking details,4000,12,5,28,2,234,0.0,162.12053661897622,465.3049385968468
post confirm booking,4000,17,7,43,3,295,0.0,162.11396611818108,1054.6907454456107
cancel booking,4000,18,7,50,3,316,0.0,162.11396611818108,935.4007903689106
get logout,4000,19,9,55,2,289,0.0,162.11396611818108,327.5525350571452
TOTAL,44000,14,6,36,1,351,0.0,1780.2953671859193,5718.950054053712
