sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,9,1,199,19.411114211644318,0.0,162.09425781091704,314.0180507152409,1983.75
post login,4000,13,2,351,23.99877511327401,0.0,162.10739614994935,513.515545845998,3243.775
ajax post search,4000,17,2,272,29.33972596050447,0.0,162.10739614994935,516.4007092198582,3262.0
get view hotel,4000,12,1,270,23.42257161238919,0.0,162.11396611818108,421.5913005592932,2663.0
post book hotel,4000,14,3,243,25.262443819828675,0.0,162.11396611818108,982.3409763313609,6205.0
ajax post cc number,4000,12,1,261,22.811902363404503,0.0,162.12053661897622,97.84227698293682,618.0
ajax post cc name,4000,10,1,206,19.21006535484718,0.0,162.12053661897622,99.74212702144045,630.0
post booking details,4000,12,2,234,21.14538127907605,0.0,162.12053661897622,465.3049385968468,2939.0
post confirm booking,4000,17,3,295,28.320559387130753,0.0,162.11396611818108,1054.6907454456107,6662.0005
cancel booking,4000,18,3,316,27.708514774343282,0.0,162.11396611818108,935.4007903689106,5908.50025
get logout,4000,19,2,289,27.424894839132932,0.0,162.11396611818108,327.5525350571452,2069.0
TOTAL,44000,14,1,351,24.81746552063221,0.0,1780.2953671859193,5718.950054053712,3289.4568863636364
