sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,11,12,19,1,64,0.0,62.75494195167869,101.48650768748038
post login,2000,45,46,56,6,110,0.0,62.66842138246538,218.45514018142507
ajax post search,2000,17,17,23,3,67,0.0,62.72541947624274,161.53020620981653
get view hotel,2000,16,16,22,3,190,0.0,62.72738677706687,147.32359882699785
post book hotel,2000,33,30,47,9,210,0.0,62.69789021599423,719.3113420483401
ajax post cc number,2000,15,15,22,2,184,0.0,62.733289420030744,90.85299629873592
ajax post cc name,2000,16,15,22,2,190,0.0,62.72935420129849,91.88870244330835
post booking details,2000,30,30,40,4,198,0.0,62.70182148791423,152.16213515377623
post confirm booking,2000,17,17,24,2,189,0.0,62.731321748949256,16.05039677561006
get confirm booking,2000,31,30,41,5,92,0.0,62.69789021599423,381.08561396908993
cancel booking,2000,31,30,44,6,200,0.0,62.705753252860944,355.4142498824267
get logout,2000,17,16,23,2,188,0.0,62.735257214554586,101.68748039523213
TOTAL,24000,23,20,43,1,210,0.0,746.8027507234651,2518.1103313548247
