sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,53,3,515,55.34672404473796,0.0,120.14718029586244,175.99684613651726,1500.0
post login,8000,57,3,721,79.4699068767543,0.0,120.13996305696135,331.567232857529,2826.0775
ajax post search,8000,56,4,823,73.74417102346125,0.0,120.14176728539677,520.0108784615848,4432.19
get view hotel,8000,50,2,717,70.73640737084669,0.0,120.14357156802379,290.4083661225164,2475.19
post book hotel,8000,34,4,522,42.726088721500126,0.0,120.13815888271512,696.565503453972,5937.19
ajax post cc number,8000,30,2,491,44.59326311769946,0.0,120.14718029586244,38.624267853120074,329.19
ajax post cc name,8000,28,2,439,37.93045813640405,0.0,120.14176728539677,37.44926826154863,319.19
post booking details,8000,30,2,429,38.530029901810025,0.0,120.13996305696135,332.75367365480787,2836.19
post confirm booking,8000,88,6,1005,105.1667362926011,0.0,120.13996305696135,934.7440549490157,7967.19
cancel booking,8000,84,5,691,98.73955173958596,0.0,120.14718029586244,808.4344728542466,6890.19
get logout,8000,45,2,615,59.52363994193819,0.0,120.14718029586244,209.10654614402645,1782.19
TOTAL,88000,51,2,1005,70.838812414286,0.0,1318.5298392292596,4365.615249153444,3390.4352272727274
