sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,53,34,108,3,515,0.0,120.14718029586244,175.99684613651726
post login,8000,57,22,167,3,721,0.0,120.13996305696135,331.567232857529
ajax post search,8000,56,23,161,4,823,0.0,120.14176728539677,520.0108784615848
get view hotel,8000,50,19,151,2,717,0.0,120.14357156802379,290.4083661225164
post book hotel,8000,34,20,76,4,522,0.0,120.13815888271512,696.565503453972
ajax post cc number,8000,30,16,67,2,491,0.0,120.14718029586244,38.624267853120074
ajax post cc name,8000,28,17,61,2,439,0.0,120.14176728539677,37.44926826154863
post booking details,8000,30,18,65,2,429,0.0,120.13996305696135,332.75367365480787
post confirm booking,8000,88,38,237,6,1005,0.0,120.13996305696135,934.7440549490157
cancel booking,8000,84,38,226,5,691,0.0,120.14718029586244,808.4344728542466
get logout,8000,45,22,115,2,615,0.0,120.14718029586244,209.10654614402645
TOTAL,88000,51,22,138,2,1005,0.0,1318.5298392292596,4365.615249153444
