sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,31,29,43,3,230,0.0,80.21175904387583,117.49769391192748
post login,2000,18,17,27,3,192,0.0,80.17638805371818,221.24768240128282
ajax post search,2000,18,16,29,4,186,0.0,80.18281682235497,347.05613173034516
get view hotel,2000,15,13,24,2,217,0.0,80.18603159329645,193.8238901752065
post book hotel,2000,19,17,28,4,211,0.0,80.17638805371818,464.8656732311084
ajax post cc number,2000,15,13,24,2,217,0.0,80.189246622028,25.778806733891987
ajax post cc name,2000,16,15,23,2,215,0.0,80.18281682235497,24.99370439602293
post booking details,2000,17,17,25,3,213,0.0,80.17960230917255,222.07479128247275
post confirm booking,2000,22,20,35,6,166,0.0,80.18281682235497,623.8591175379865
cancel booking,2000,20,17,34,6,224,0.0,80.20532563362208,539.6776685815688
get logout,2000,18,15,30,3,215,0.0,80.19567745298528,139.57415468743736
TOTAL,22000,19,17,32,2,230,0.0,876.8084173608066,2903.061761438364
