sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,23,15,49,1,428,0.0,187.3624057332896,362.9689183334114
post login,12000,40,19,98,2,516,0.0,187.32730763827095,593.4653503020653
ajax post search,12000,41,19,107,2,522,0.0,187.3009926952613,593.729513953924
get view hotel,12000,39,18,101,2,662,0.0,187.3009926952613,487.2313401386028
post book hotel,12000,40,19,102,3,659,0.0,187.29514593413455,1134.9281059778368
ajax post cc number,12000,29,16,64,2,409,0.0,187.3039162127148,113.04084005806422
ajax post cc name,12000,28,16,62,1,426,0.0,187.2980692690693,114.86639404392139
post booking details,12000,29,17,60,2,447,0.0,187.29514593413455,537.6980255970034
post confirm booking,12000,50,22,130,3,662,0.0,187.2980692690693,1214.510917916621
cancel booking,12000,52,23,139,3,675,0.0,187.30683982143415,1077.9289131520618
get logout,12000,41,20,103,2,620,0.0,187.30976352142355,378.5998595176774
TOTAL,132000,37,18,93,1,675,0.0,2055.9466699894087,6594.786612788924
