sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,11,12,19,2,70,0.0,61.83718269795628,100.18348251553658
post login,2000,47,46,58,7,217,0.0,61.75507935527697,182.8257918159081
ajax post search,2000,16,15,23,3,169,0.0,61.814248184206456,160.5118026580127
get view hotel,2000,17,16,23,3,190,0.0,61.816158743895656,145.3041934536688
post book hotel,2000,33,30,47,9,206,0.0,61.78942165101334,703.3977423690064
ajax post cc number,2000,15,15,22,3,72,0.0,61.82380216383308,105.23328825347758
ajax post cc name,2000,16,16,22,3,179,0.0,61.816158743895656,106.00505347097732
post booking details,2000,30,29,38,5,195,0.0,61.79133067630612,150.25430994531467
post confirm booking,2000,17,16,24,2,172,0.0,61.816158743895656,14.97110094578723
get confirm booking,2000,31,30,41,6,196,0.0,61.787512743674505,344.53779078748187
cancel booking,2000,31,30,43,7,204,0.0,61.79514908079715,319.11401205005404
get logout,2000,17,16,24,3,187,0.0,61.821891131649714,100.38812556026089
TOTAL,24000,23,20,43,2,217,0.0,735.9705611775529,2414.3853256286416
