sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,38,30,65,2,1899,0.0,197.78725508375052,260.56153037888623
post login,16000,34,17,84,2,1892,0.0,197.7945903179548,493.77865751943955
ajax post search,16000,33,17,74,1,1891,0.0,197.80681691742802,538.3786997987934
get view hotel,16000,27,16,59,1,1886,0.0,197.79948077636297,442.56841853133886
post book hotel,16000,21,15,39,2,1873,0.0,197.80192609625536,1137.7510529475578
ajax post cc number,16000,21,14,41,1,1936,0.0,197.80926241871273,63.55392832968623
ajax post cc name,16000,21,15,41,1,1944,0.0,197.80192609625536,61.61348904826367
post booking details,16000,22,16,43,2,1877,0.0,197.80192609625536,519.813429224771
post confirm booking,16000,40,20,108,2,1882,0.0,197.80192609625536,1111.0952996737815
cancel booking,16000,36,19,91,2,1889,0.0,197.80681691742802,969.557996900769
get logout,16000,27,18,52,2,1901,0.0,197.80681691742802,332.441508389018
TOTAL,176000,29,17,62,1,1944,0.0,2171.4990746452804,5919.327539423967
