sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,8000,28,2,582,41.64455783697913,0.0,52.885918463135205,88.57358414480164,1715.0
post login,8000,234,9,789,108.28892606695467,0.0,52.877179531243804,137.76983885679536,2668.0
ajax post search,8000,114,3,674,73.31379803102807,0.0,52.88242254377673,188.91006021985868,3658.0
get view hotel,8000,111,4,676,69.14149805279298,0.0,52.881024305440796,119.08300585657345,2305.95
post book hotel,8000,193,13,1051,120.70668933611083,0.0,52.874383682965195,506.95380761655497,9818.0
ajax post cc number,8000,38,2,670,57.09602807934629,0.0,52.88382085605685,8.004875227235168,155.0
ajax post cc name,8000,12,1,455,35.114314961769864,0.0,52.88556885039995,7.756231614001454,150.1805
post booking details,8000,137,14,1008,128.3119258328605,0.0,52.876131053490816,142.6209706735758,2762.0
post confirm booking,8000,209,11,938,129.76230014668886,0.0,52.881024305440796,392.73456039343483,7605.0
cancel booking,8000,287,11,955,134.78322962051877,0.0,52.878577566263466,315.3608136691123,6107.0
get logout,8000,54,4,706,72.41444744392776,0.0,52.888715531432425,88.62733536734518,1715.95
TOTAL,88000,129,1,1051,129.37831587806394,0.0,580.9731299927379,1994.0046141562686,3514.552772727273
