sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,14,15,18,1,176,0.0,73.10208706458569,118.80445534376256
post login,2000,30,31,35,4,207,0.0,73.0246823426318,245.71308031802246
ajax post search,2000,14,14,17,3,186,0.0,73.0593607305936,162.82748287671234
get view hotel,2000,15,16,18,2,186,0.0,73.05669199298656,189.64703914925482
post book hotel,2000,30,29,42,9,203,0.0,73.01935012778387,696.3222207009858
ajax post cc number,2000,14,14,18,1,189,0.0,73.06736811340056,85.35396002301623
ajax post cc name,2000,14,15,17,1,59,0.0,73.06469879077923,86.84923898549665
post booking details,2000,29,30,33,3,204,0.0,73.01668431236538,196.51756051257715
post confirm booking,2000,15,16,20,1,63,0.0,73.06736811340056,11.929817651249452
get confirm booking,2000,15,16,18,3,189,0.0,73.0593607305936,425.3132134703196
cancel booking,2000,27,28,31,4,200,0.0,73.02734874210391,389.1701582867784
get logout,2000,13,14,17,1,61,0.0,73.0727073438071,118.82806791194739
TOTAL,24000,19,16,31,1,207,0.0,869.7858152429964,2706.4063745786975
