sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,1000,13,2,166,6.23883570868796,0.0,54.8305735277991,123.30185858509705,2302.75
post login,1000,16,6,71,4.197565842247151,0.0,54.81254110940583,193.02685985803552,3606.1
ajax post search,1000,13,4,171,5.853046727987056,0.0,54.791518272971345,226.1220275601337,4226.0
get view hotel,1000,14,6,65,3.3834414432645312,0.0,54.8065329387263,158.09115696591036,2953.76
post book hotel,1000,17,4,182,10.6785465303102,0.0,54.78851632697786,370.9460778270875,6933.0
ajax post cc number,1000,13,3,49,3.454251872692549,0.0,54.797523151953534,37.78032357937421,706.0
ajax post cc name,1000,15,5,47,2.9332330285880763,0.0,54.794520547945204,38.31335616438356,716.0
post booking details,1000,15,6,39,2.7476797484423114,0.0,54.78851632697786,185.5939588812185,3468.76
post confirm booking,1000,16,5,170,7.7811184286065185,0.0,54.8456096089508,426.49959894147975,7963.0
cancel booking,1000,14,5,176,6.327382950319982,0.0,54.905836490418935,382.6250480426069,7136.0
get logout,1000,14,4,46,3.8011260173795853,0.0,54.905836490418935,128.0828769285675,2388.76
TOTAL,11000,14,2,182,5.884484982063618,0.0,598.0210938349462,2251.0806215681746,3854.557272727273
