sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,12000,48,1,927,90.65568149812172,0.0,94.37968949082158,204.29122819435923,2216.517333333333
post login,12000,118,4,1493,179.58398851883575,0.0,94.37078280564337,300.4942208954608,3260.6075
ajax post search,12000,108,4,1454,169.65330845807526,0.0,94.37523593808984,385.0356404760641,4177.75375
get view hotel,12000,103,2,2360,172.11141424831635,0.0,94.37523593808984,266.4008231167225,2890.529916666667
post book hotel,12000,109,5,1683,174.03863051050539,0.0,94.364845949389,609.3865729022498,6612.757583333333
ajax post cc number,12000,68,4,1060,107.73535058416553,0.0,94.36336185203825,50.75325891488031,550.7575833333333
ajax post cc name,12000,66,3,1118,105.21809738176646,0.0,94.36113579353783,53.51654803129251,580.7575833333333
post booking details,12000,74,4,1170,118.2654334391734,0.0,94.36113579353783,312.1582326896462,3387.5178333333333
post confirm booking,12000,175,5,1942,218.363571070878,0.0,94.36113579353783,713.9306555002712,7747.522166666667
cancel booking,12000,154,5,2299,206.60832655035347,0.0,94.36187780136825,633.6721545224896,6876.508833333333
get logout,12000,92,3,1599,138.90833407620434,0.0,94.36336185203825,212.1812333758296,2302.5205833333334
TOTAL,132000,101,1,2360,162.3589906852152,0.0,1036.7577756833177,3737.2384788328623,3691.2500606060607
