sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,48,17,122,1,927,0.0,94.37968949082158,204.29122819435923
post login,12000,118,26,382,4,1493,0.0,94.37078280564337,300.4942208954608
ajax post search,12000,108,26,356,4,1454,0.0,94.37523593808984,385.0356404760641
get view hotel,12000,103,22,350,2,2360,0.0,94.37523593808984,266.4008231167225
post book hotel,12000,109,26,359,5,1683,0.0,94.364845949389,609.3865729022498
ajax post cc number,12000,68,23,195,4,1060,0.0,94.36336185203825,50.75325891488031
ajax post cc name,12000,66,22,187,3,1118,0.0,94.36113579353783,53.51654803129251
post booking details,12000,74,24,217,4,1170,0.0,94.36113579353783,312.1582326896462
post confirm booking,12000,175,64,499,5,1942,0.0,94.36113579353783,713.9306555002712
cancel booking,12000,154,43,464,5,2299,0.0,94.36187780136825,633.6721545224896
get logout,12000,92,29,277,3,1599,0.0,94.36336185203825,212.1812333758296
TOTAL,132000,101,26,328,1,2360,0.0,1036.7577756833177,3737.2384788328623
