sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,80,29,75,2,2531,0.0,118.03379307495736,155.49569029113033
post login,20000,61,17,82,2,2997,0.0,118.03309648025306,294.90086188135905
ajax post search,20000,75,15,80,1,3085,0.0,118.03588290840415,321.52594691520596
get view hotel,20000,59,15,64,1,3088,0.0,118.03379307495736,264.3320861864314
post book hotel,20000,50,15,45,2,3089,0.0,118.03379307495736,679.1604283962748
ajax post cc number,20000,59,14,49,1,3028,0.0,118.03588290840415,38.13699608821707
ajax post cc name,20000,48,15,44,1,3091,0.0,118.03379307495736,36.99043635802305
post booking details,20000,52,15,47,2,3090,0.0,118.03379307495736,310.4078279642711
post confirm booking,20000,71,19,114,2,2528,0.0,118.03379307495736,663.2460842289147
cancel booking,20000,80,18,94,2,3078,0.0,118.03448967788388,578.7847943544103
get logout,20000,76,18,69,2,3178,0.0,118.03448967788388,198.6162899768062
TOTAL,220000,65,17,67,1,3178,0.0,1297.1621629589447,3538.2888897139464
