sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,80,2,2531,280.05771660141323,0.0,118.03379307495736,155.49569029113033,1349.0
post login,20000,61,2,2997,243.84157015557764,0.0,118.03309648025306,294.90086188135905,2558.4221
ajax post search,20000,75,1,3085,287.9589233267655,0.0,118.03588290840415,321.52594691520596,2789.34305
get view hotel,20000,59,1,3088,245.8537704619557,0.0,118.03379307495736,264.3320861864314,2293.20815
post book hotel,20000,50,2,3089,228.13934118357906,0.0,118.03379307495736,679.1604283962748,5892.0438
ajax post cc number,20000,59,1,3028,259.738040709943,0.0,118.03588290840415,38.13699608821707,330.85095
ajax post cc name,20000,48,1,3091,223.91545009154123,0.0,118.03379307495736,36.99043635802305,320.90985
post booking details,20000,52,2,3090,234.16842834573154,0.0,118.03379307495736,310.4078279642711,2692.9374
post confirm booking,20000,71,2,2528,246.3966459125966,0.0,118.03379307495736,663.2460842289147,5753.9792
cancel booking,20000,80,2,3078,293.43927890717015,0.0,118.03448967788388,578.7847943544103,5021.2072
get logout,20000,76,2,3178,292.7207592678729,0.0,118.03448967788388,198.6162899768062,1723.0818
TOTAL,220000,65,1,3178,259.3177811618397,0.0,1297.1621629589447,3538.2888897139464,2793.180318181818
