sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,2000,17,14,30,2,195,0.0,46.984753447506286,78.69028531491531
post login,2000,44,37,67,10,252,0.0,46.951663262671076,122.33109139141254
ajax post search,2000,19,16,33,4,132,0.0,46.965996618448244,167.7750152639489
get view hotel,2000,22,18,39,4,183,0.0,46.96268814426938,105.75547922488083
post book hotel,2000,57,47,95,13,327,0.0,46.94174529409004,450.0723196263437
ajax post cc number,2000,19,16,37,2,212,0.0,46.97151177810658,7.109945630475116
ajax post cc name,2000,4,2,7,1,183,0.0,46.9781316797031,6.88897140646654
post booking details,2000,58,47,102,16,329,0.0,46.9461527627811,126.62624407304823
post confirm booking,2000,48,36,91,10,304,0.0,46.96048275376271,348.76413217027874
cancel booking,2000,61,50,108,10,316,0.0,46.952765517889006,280.0200576345197
get logout,2000,27,20,50,5,210,0.0,46.96930555881732,78.70798815786382
TOTAL,22000,34,27,71,1,329,0.0,514.3551856354625,1765.3589408301577
