sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,50,2,3146,105.38126636778237,0.0,51.78556632695335,87.3628142696099,1727.49915
post login,20000,683,9,4272,355.04386534060825,0.0,51.78167808884183,134.9155440830371,2668.0
ajax post search,20000,347,4,3834,305.363671115078,0.0,51.78435956987911,185.59248215300596,3669.96335
get view hotel,20000,341,4,3925,271.8716621623841,0.0,51.78342101992626,117.16930753348446,2316.98425
post book hotel,20000,540,13,6567,440.913996303063,0.0,51.780873698681916,496.46935348990144,9818.0
ajax post cc number,20000,70,1,3638,172.6883320331096,0.0,51.78502998353236,8.445190178095192,166.99565
ajax post cc name,20000,53,1,3335,123.27272568203195,0.0,51.785298153854114,8.1990059447904,162.12675
post booking details,20000,237,12,4162,281.1915574972869,0.0,51.78167808884183,139.66894031384874,2762.0
post confirm booking,20000,424,11,4061,217.5593077983507,0.0,51.78328694413878,385.2389414363389,7617.9922
cancel booking,20000,739,11,4819,418.1552122800336,0.0,51.78248250399373,308.823848292861,6107.0
get logout,20000,134,4,3695,273.10798286904304,0.0,51.784225489231474,87.34316105557612,1727.15525
TOTAL,220000,329,1,6567,373.45011995452467,0.0,569.340496671946,1958.3067162607529,3522.1560545454545
