sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,50,28,101,2,3146,0.0,51.78556632695335,87.3628142696099
post login,20000,683,664,952,9,4272,0.0,51.78167808884183,134.9155440830371
ajax post search,20000,347,316,499,4,3834,0.0,51.78435956987911,185.59248215300596
get view hotel,20000,341,316,498,4,3925,0.0,51.78342101992626,117.16930753348446
post book hotel,20000,540,459,829,13,6567,0.0,51.780873698681916,496.46935348990144
ajax post cc number,20000,70,32,148,1,3638,0.0,51.78502998353236,8.445190178095192
ajax post cc name,20000,53,24,116,1,3335,0.0,51.785298153854114,8.1990059447904
post booking details,20000,237,147,531,12,4162,0.0,51.78167808884183,139.66894031384874
post confirm booking,20000,424,395,644,11,4061,0.0,51.78328694413878,385.2389414363389
cancel booking,20000,739,706,1003,11,4819,0.0,51.78248250399373,308.823848292861
get logout,20000,134,71,275,4,3695,0.0,51.784225489231474,87.34316105557612
TOTAL,220000,329,265,736,1,6567,0.0,569.340496671946,1958.3067162607529
