sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,8000,28,15,70,1,811,0.0,92.72889548294367,150.23167734980817
post login,8000,104,79,211,6,699,0.0,92.68270077390055,274.41750189709904
ajax post search,8000,40,21,96,3,511,0.0,92.71814841857608,240.75933266112676
get view hotel,8000,48,24,120,3,551,0.0,92.71814841857608,217.9419758237428
post book hotel,8000,111,80,243,9,665,0.0,92.70310671286371,1055.3126122576684
ajax post cc number,8000,38,20,91,2,503,0.0,92.7213722763097,157.82553894297635
ajax post cc name,8000,37,20,89,2,517,0.0,92.71814841857608,158.99713732716756
post booking details,8000,73,48,159,4,651,0.0,92.7020324920624,225.4180282277689
post confirm booking,8000,43,22,108,1,688,0.0,92.71707384914932,22.454916322840848
get confirm booking,8000,76,50,165,5,583,0.0,92.70095829615639,516.9164764365751
cancel booking,8000,88,61,193,6,609,0.0,92.70847819033051,478.7523756547536
get logout,8000,47,25,112,2,493,0.0,92.72029763215541,150.56182705346484
TOTAL,96000,61,35,149,1,811,0.0,1109.3136122024498,3639.1848693523225
