sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,12000,28,27,38,2,280,0.0,219.18608898955213,281.0462254328925
post login,12000,15,14,23,1,269,0.0,219.1580677563693,514.355852205278
ajax post search,12000,14,13,23,1,267,0.0,219.1700759789597,567.442884506502
get view hotel,12000,14,13,21,1,271,0.0,219.1580677563693,465.3235149758013
post book hotel,12000,13,13,21,1,268,0.0,219.1580677563693,1190.428528216601
ajax post cc number,12000,13,12,20,0,272,0.0,219.1740790122555,40.92176969370423
ajax post cc name,12000,14,13,21,1,295,0.0,219.1580677563693,38.778564742945846
post booking details,12000,14,14,21,1,274,0.0,219.1580677563693,566.5557083827961
post confirm booking,12000,16,15,24,1,271,0.0,219.1740790122555,1218.5543700115068
cancel booking,12000,15,14,23,1,266,0.0,219.17808219178082,1041.5646404109589
get logout,12000,16,15,25,1,279,0.0,219.17808219178082,330.7341609589041
TOTAL,132000,16,14,26,0,295,0.0,2404.1964155617075,6238.445741658166
