sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,1000,11,13,16,2,34,0.0,34.598484586375115,55.952236792028515
post login,1000,45,46,49,33,85,0.0,34.54947484798231,120.42044011712272
ajax post search,1000,16,16,19,5,54,0.0,34.585321989347726,89.06395906827142
get view hotel,1000,16,16,20,4,53,0.0,34.584125886218224,81.22541284800278
post book hotel,1000,30,30,34,19,99,0.0,34.566194262011756,396.56606463878325
ajax post cc number,1000,14,14,18,4,47,0.0,34.5913037462382,50.09658540592895
ajax post cc name,1000,15,15,19,3,51,0.0,34.5865181752153,50.66384498322554
post booking details,1000,29,30,33,17,64,0.0,34.57097421005324,83.89538174998272
post confirm booking,1000,16,16,20,2,52,0.0,34.5865181752153,8.849284923736727
get confirm booking,1000,30,30,34,19,68,0.0,34.56977909911156,210.11943858678742
cancel booking,1000,30,30,34,18,71,0.0,34.57336467985064,195.9607505877472
get logout,1000,16,16,20,3,52,0.0,34.59010722933241,56.06705076098236
TOTAL,12000,22,18,36,2,99,0.0,411.4238694414921,1387.246422540885
