sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,1000,11,2,34,5.317314265679619,0.0,34.598484586375115,55.952236792028515,1656.0
post login,1000,45,33,85,4.739619288508316,0.0,34.54947484798231,120.42044011712272,3569.1
ajax post search,1000,16,5,54,3.4257494070640995,0.0,34.585321989347726,89.06395906827142,2637.0
get view hotel,1000,16,4,53,3.9238955133897147,0.0,34.584125886218224,81.22541284800278,2405.0
post book hotel,1000,30,19,99,5.372844311907816,0.0,34.566194262011756,396.56606463878325,11748.0
ajax post cc number,1000,14,4,47,3.705379332807908,0.0,34.5913037462382,50.09658540592895,1483.0
ajax post cc name,1000,15,3,51,4.075970559265613,0.0,34.5865181752153,50.66384498322554,1500.0
post booking details,1000,29,17,64,4.284772922804663,0.0,34.57097421005324,83.89538174998272,2485.0
post confirm booking,1000,16,2,52,4.014881193759042,0.0,34.5865181752153,8.849284923736727,262.0
get confirm booking,1000,30,19,68,4.2893654542368,0.0,34.56977909911156,210.11943858678742,6224.0
cancel booking,1000,30,18,71,5.075627153367363,0.0,34.57336467985064,195.9607505877472,5804.0
get logout,1000,16,3,52,4.320388408465145,0.0,34.59010722933241,56.06705076098236,1659.8
TOTAL,12000,22,2,99,10.82596514044924,0.0,411.4238694414921,1387.246422540885,3452.741666666667
