sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,16000,41,31,70,2,1929,0.0,196.7342120794806,259.17426962423764
post login,16000,34,18,82,2,2056,0.0,196.74388864295904,491.13581361283264
ajax post search,16000,31,17,73,1,2071,0.0,196.75356615838663,535.5063209965261
get view hotel,16000,28,16,59,1,1882,0.0,196.74388864295904,440.1867236878105
post book hotel,16000,22,15,41,2,1904,0.0,196.74388864295904,1131.6506495238184
ajax post cc number,16000,22,15,42,1,1977,0.0,196.75114669027678,63.19137901418453
ajax post cc name,16000,23,15,43,1,1835,0.0,196.74388864295904,61.26566746132753
post booking details,16000,25,16,46,2,1946,0.0,196.7487272816704,517.0310737139089
post confirm booking,16000,39,20,104,2,1991,0.0,196.7487272816704,1105.1676226144216
cancel booking,16000,35,19,79,2,2345,0.0,196.7487272816704,964.3475430810543
get logout,16000,29,18,57,2,2202,0.0,196.7487272816704,330.64179617369837
TOTAL,176000,30,18,62,1,2345,0.0,2159.9067313002392,5887.555392671964
