sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,38,3,353,25.931853573356456,0.0,113.07420494699646,165.63604240282686,1500.0
post login,4000,25,3,280,22.117455152831212,0.0,113.0486391770059,311.9838843865698,2825.965
ajax post search,4000,25,4,290,24.340158482177145,0.0,113.05822498586772,489.3511076172979,4432.19
get view hotel,4000,22,2,302,21.928111624978108,0.0,113.05822498586772,273.28182412379874,2475.19
post book hotel,4000,22,4,288,20.446735949779367,0.0,113.0486391770059,655.4602051126246,5937.19
ajax post cc number,4000,20,2,272,21.258589027437825,0.0,113.06461642828877,36.34740340041834,329.19
ajax post cc name,4000,20,2,262,19.260797173274007,0.0,113.05502953562646,35.24026843503575,319.19
post booking details,4000,21,3,281,19.99952318806626,0.0,113.05502953562646,313.1304142760238,2836.19
post confirm booking,4000,34,5,292,29.571402434404426,0.0,113.0486391770059,879.5703003561032,7967.19
cancel booking,4000,34,5,336,31.77458193961802,0.0,113.07100859339666,760.8210280274764,6890.19
get logout,4000,26,3,330,26.338630924936094,0.0,113.06461642828877,196.77991089094917,1782.19
TOTAL,44000,26,2,353,24.981955479806647,0.0,1238.2855373877803,4099.916253025356,3390.425
