sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,1000,29,6,181,8.494962271840878,0.0,49.046054244935995,71.84480602285547,1500.0
post login,1000,16,3,43,4.000655446298777,0.0,49.02201088288641,135.25527063213883,2825.29
ajax post search,1000,15,4,171,6.589825414986347,0.0,49.026817669265085,212.2032919975977,4432.19
get view hotel,1000,13,2,42,3.9004327964983556,0.0,49.02441415825081,118.50072234410237,2475.19
post book hotel,1000,17,4,52,4.338345767686116,0.0,49.02201088288641,284.23143827516054,5937.19
ajax post cc number,1000,13,2,169,6.620782733181931,0.0,49.031625398381955,15.762422621966168,329.19
ajax post cc name,1000,15,3,168,6.572822148818575,0.0,49.02201088288641,15.280601224324721,319.19
post booking details,1000,16,3,162,7.7143914860473615,0.0,49.017205038968676,135.76377613229744,2836.19
post confirm booking,1000,19,6,168,6.885520967944263,0.0,49.046054244935995,381.6008133981559,7967.19
cancel booking,1000,15,6,162,7.063000424748676,0.0,49.14246400314512,330.66495512678756,6890.19
get logout,1000,13,3,69,5.608677562491893,0.0,49.15937469275391,85.55795506218661,1782.19
TOTAL,11000,16,2,181,7.611541421415072,0.0,535.410075444147,1772.6902835239716,3390.3636363636365
