sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,3000,18,14,33,2,198,0.0,87.83487044356609,190.12095021775727
post login,3000,25,19,46,3,234,0.0,87.80402142418123,279.5506834994293
ajax post search,3000,25,19,51,5,246,0.0,87.81687254844564,358.2788613353287
get view hotel,3000,22,16,42,2,293,0.0,87.81944322472995,247.8944202178654
post book hotel,3000,28,21,54,5,283,0.0,87.80659134812386,567.0367310520694
ajax post cc number,3000,25,18,48,4,245,0.0,87.81687254844564,47.23410011489374
ajax post cc name,3000,26,18,51,4,295,0.0,87.8143020226561,49.80540213461933
post booking details,3000,26,19,51,4,315,0.0,87.8143020226561,290.5021743187074
post confirm booking,3000,32,21,66,5,267,0.0,87.81687254844564,664.4193132171712
cancel booking,3000,34,23,70,6,310,0.0,87.82201405152225,589.7546129427694
get logout,3000,28,20,58,3,284,0.0,87.82201405152225,197.47554591444674
TOTAL,33000,26,19,52,2,315,0.0,961.7346195319558,3466.774220503162
