sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
get login,20000,66,27,161,1,3071,0.0,89.92077979300237,195.50509204515822
post login,20000,215,51,691,4,3109,0.0,89.91714135424208,287.234429196152
ajax post search,20000,224,59,720,4,4200,0.0,89.9151201266005,367.7147195898634
get view hotel,20000,183,37,622,2,3905,0.0,89.91552436485921,254.62526247606
post book hotel,20000,214,64,665,5,3782,0.0,89.91350320991207,581.5065687082464
ajax post cc number,20000,120,44,344,4,3293,0.0,89.9151201266005,49.211691136223656
ajax post cc name,20000,106,42,301,4,3274,0.0,89.91431166098708,51.873318145775826
post booking details,20000,111,44,319,4,4023,0.0,89.91431166098708,298.28827034086515
post confirm booking,20000,299,105,874,5,3441,0.0,89.9139074336323,681.2016581037719
cancel booking,20000,269,84,818,5,5040,0.0,89.91431166098708,604.6872198958455
get logout,20000,145,68,382,3,3626,0.0,89.91633285228096,202.9736525475545
TOTAL,220000,177,50,539,1,5040,0.0,988.4308660002247,3572.530712961923
