sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,20000,66,1,3071,127.86670041820895,0.0,89.92077979300237,195.50509204515822,2226.3732
post login,20000,215,4,3109,327.7108787259892,0.0,89.91714135424208,287.234429196152,3271.10105
ajax post search,20000,224,4,4200,347.40842551635103,0.0,89.9151201266005,367.7147195898634,4187.72585
get view hotel,20000,183,2,3905,324.3099909537748,0.0,89.91552436485921,254.62526247606,2899.79145
post book hotel,20000,214,5,3782,322.1657161444984,0.0,89.91350320991207,581.5065687082464,6622.61735
ajax post cc number,20000,120,4,3293,203.6530176776114,0.0,89.9151201266005,49.211691136223656,560.44825
ajax post cc name,20000,106,4,3274,168.27388546949285,0.0,89.91431166098708,51.873318145775826,590.76555
post booking details,20000,111,4,4023,171.50829513230548,0.0,89.91431166098708,298.28827034086515,3397.092
post confirm booking,20000,299,5,3441,394.28297828391925,0.0,89.9139074336323,681.2016581037719,7757.98225
cancel booking,20000,269,5,5040,393.3659863917793,0.0,89.91431166098708,604.6872198958455,6886.55345
get logout,20000,145,3,3626,236.96876840189302,0.0,89.91633285228096,202.9736525475545,2311.538
TOTAL,220000,177,1,5040,297.4558439130972,0.0,988.4308660002247,3572.530712961923,3701.0898545454547
